;:category;:sales;:date;:unit;:name;:ean;:profit;:category-id;:vat;:weight;:id;:qty
229;Cukierki pakowane;6.65;2018-11-10;szt;JAJKO KINDER NIESPODZIANKA UNI 20 g;40084107;2.31;121105;23;0.020;202876;2.000
230;Kawy rozpuszczalne;2.92;2018-11-10;szt;KAWA CAPP.MOKATE WANIL.ZE STR.110g;5902891280217;-0.13;120802;23;0.110;202887;1.000
231;Bombonierki;19.59;2018-11-10;szt;BOMBONIERKA ROCHER  FERRERO 200g;8000500003787;4.52;121102;23;0.200;202925;1.000
232;Płatki śniadaniowe;3.00;2018-11-10;szt;PŁATKI OWSIANE 500g STOISŁAW;5900563000088;1.22;120303;5;0.500;202944;1.000
233;Cukierki pakowane;7.68;2018-11-10;szt;CUKIERKI MINTIES MIĘTOWE 90g GOPLANA;5900352007816;2.08;121105;23;0.090;202950;5.000
234;Śmietany;4.75;2018-11-10;szt;ŚMIETANKA UHT ŁACIATA 18% 500 ml;5900820000448;1.06;060805;5;0.500;203023;1.000
235;Warzywa konserwowe;2.74;2018-11-10;szt;SELER CIĘTY ROLNIK 370ML;5900919000090;0.58;120711;8;0.160;203033;1.000
236;Woda;1.54;2018-11-10;szt;WODA ŻYWIEC ZDRÓJ N/G 1,5l;5900541000000;0.25;070101;23;1.500;203043;1.000
237;Woda;10.76;2018-11-10;szt;WODA ŻYWIEC ZDRÓJ GAZ.1,5l;5900541000017;1.73;070101;23;1.500;203057;7.000
238;Mixy;18.14;2018-11-10;szt;MIX ŁACIATY 200 g;5900820000233;5.69;060304;5;0.200;203059;3.000
239;Woda;1.50;2018-11-10;szt;WODA ŻYWIEC ZDRÓJ N/G 500ml;5900541000062;0.53;070101;23;0.500;203070;1.000
240;Wódka;32.51;2018-11-10;szt;WÓDKA FINLANDIA 40% 700ml;6412709021776;3.25;010405;23;0.700;203095;1.000
241;Śmietany;1.51;2018-11-10;szt;ŚMIETANA PIĄTNICA 18% 200g KUBEK;5900531001031;0.16;060805;5;0.200;203138;1.000
242;Piwo w puszce;4.54;2018-11-10;szt;PIWO WARKA JASNE PEŁNE 500ml PUSZ;5902746320020;0.16;010302;23;0.500;203162;2.000
243;Margaryna kulinarna;3.79;2018-11-10;szt;MARGARYNA PALMA BIELMAR 250g.;5900229010215;0.43;060301;5;0.250;203223;2.000
244;Desery, serki, kefiry;7.11;2018-11-10;szt;MAŚLANKA WŁOSZCZOWA NATURALNA 1l BUT.;5901005001625;0.57;060801;5;1.000;203239;3.000
245;Cukierki pakowane;1.37;2018-11-10;szt;DRAŻE SKAWA ŚMIETANKOWE 70g;5902978002374;0.38;121105;23;0.070;203270;1.000
246;Ciastka;2.59;2018-11-10;szt;BISZKOPTY WROCŁAWSKIE MAMUT 120g;5900697025063;0.61;121104;23;0.120;203306;1.000
247;Sery pleśniowe pakowane;8.33;2018-11-10;szt;SER VALBON CAMEMBERT HOCHLAND 180g;3077200116364;2.00;060201;5;0.180;203340;1.000
248;Wódka;41.22;2018-11-10;szt;WÓDKA SOPLICA 40% 500ml;5900471025319;8.64;010405;23;0.500;203345;2.000
249;Marynaty i sałatki rybne pakowane;7.32;2018-11-10;szt;FILETY ŚLEDZIOWE PO GIŻYCKU SEKO 220g;5902353001329;3.30;060604;5;0.220;203360;1.000
250;Sosy mokre;6.25;2018-11-10;szt;MAJONEZ WINIARY DEKORACYJNY 400ML;5900085011012;2.09;120709;8;0.400;203374;1.000
251;Sosy mokre;9.95;2018-11-10;szt;MAJONEZ WINIARY DEKORACYJNY 700ML;5900085011029;3.74;120709;8;0.700;203375;1.000
252;Zupy;1.84;2018-11-10;szt;ZUPA WINIARY ŻUREK STANDARD 49g;5900085010114;0.40;120712;8;0.049;203384;1.000
253;Sosy w proszku;5.81;2018-11-10;szt;SOS WINIARY PIECZENIOWY STAND.JASNY 27g;5900085009958;1.46;120710;8;0.027;203388;3.000
254;Sosy w proszku;5.81;2018-11-10;szt;SOS WINIARY PIECZENIOWY STAND.CIEMNY.30g;7613033042898;2.48;120710;8;0.030;203389;3.000
255;Soki, nektary, inne napoje niegazowane;1.99;2018-11-10;szt;SOK KUBUŚ MAR-JABŁ-MALIN 300ml BUT SZKL;5901067447027;0.49;070305;5;0.300;203401;1.000
256;Sosy mokre;2.93;2018-11-10;szt;MUSZTARDA ROLESKI KREMSKA 180ML;2100069000909;-1.89;120709;23;0.180;203404;4.000
257;Kawy mielone;31.66;2018-11-10;szt;KAWA MIELONA WOSEBA MOCCA GOLD FIX 250g.;5901123000036;3.52;120801;23;0.250;203433;6.000
258;Kawy mielone;3.24;2018-11-10;szt;KAWA MIELONA WOSEBA MOCCA GOLD FIX 100g;5901123000050;0.89;120801;23;0.100;203434;1.000
259;Warzywa konserwowe;7.31;2018-11-10;szt;SAŁATKA BABUNI WIELOWARZYWNA ORZECH 670 g;5906013001179;1.87;120711;8;0.380;203460;2.000
260;Warzywa konserwowe;3.38;2018-11-10;szt;SAŁATKA KRÓLEWSKA Z PAPRYKĄ ORZECH 670g;5906013001254;0.87;120711;8;0.370;203462;1.000
261;czekolady;2.27;2018-11-10;szt;CZEKOLADA WAWEL GORZKA KRAKOWSKA 100g;5900102312610;0.42;121106;23;0.100;203476;1.000
262;Desery w proszku;1.55;2018-11-10;szt;KISIEL SŁODKA CHWILA TRUSKAWKOWY 30g;5900437037035;0.56;120902;8;0.030;203481;1.000
263;Szampony i odżywki;9.55;2018-11-10;szt;SZAMPON FRUCTIS PRZECIW ŁUPIEŻOWY 2w1 250ML;3600542061070;4.14;020212;23;0.250;203486;1.000
264;Soki, nektary, inne napoje niegazowane;4.94;2018-11-10;szt;SOK TYMBARK MULTIWITAMINA 1l KRT;5900334013378;2.21;070305;5;1.000;203504;1.000
265;Piwo w butelce;12.15;2018-11-10;szt;PIWO ŻYWIEC 500ml BUT.ZWR.;5901559130000;2.20;010301;23;0.500;203505;5.000
266;Ciastka;4.15;2018-11-10;szt;ROGALIK CHIPICAO THE DOG 60g;5201360521005;1.27;121104;23;0.060;203521;2.000
267;Sosy w proszku;3.14;2018-11-10;szt;FIX WINIARY POMYSŁ NA SPAGHETTI BOLOGNESE 44g;5900085011586;0.77;120710;8;0.044;203551;1.000
268;Sosy mokre;3.14;2018-11-10;szt;KETCHUP TORTEX ŁAGODNY 250g;5900300545636;0.75;120709;8;0.250;203569;1.000
269;Soki, nektary, inne napoje niegazowane;1.51;2018-11-10;szt;NAPÓJ TYMBARK WIŚNIOWO-JABŁKOWY 250ml BUT;5900334000880;0.37;070305;5;0.250;203654;1.000
270;Wędliny pakowane;15.20;2018-11-10;szt;PARÓWKI BERLINKI CLASSIC MORLINY 250g;5900567001746;1.76;060605;5;0.250;203656;4.000
271;Mixy;2.85;2018-11-10;szt;MIX EKSTRA PASŁĘCKI 200g;5902711900660;0.50;060304;5;0.200;203688;1.000
272;Herbaty pozostałe;3.69;2018-11-10;szt;NAPÓJ HERBACIANY EKLAND OWOCE LEŚNE 300g;5900909000598;0.67;120602;8;0.300;203694;1.000
273;Soki, nektary, inne napoje niegazowane;3.80;2018-11-10;szt;NAPÓJ CAPRIO PLUS JABŁKOWY 2l;5900334013545;1.07;070305;5;2.000;203696;1.000
274;Śmietany;12.38;2018-11-10;szt;ŚMIETANA PIĄTNICA 18% 400g KUBEK;5900531001130;1.62;060805;5;0.400;203708;4.000
275;Woda;1.86;2018-11-10;szt;WODA AQUA NATURALNA ŹRÓDLANA N/G 5l;5908235940120;0.55;070101;23;5.000;203720;1.000
276;Margaryna kulinarna;4.26;2018-11-10;szt;MARGARYNA NIEZBĘDNA 60% KOSTKA 250 g;5908235940168;0.90;060301;5;0.250;203744;3.000
277;Napoje typu cola;2.84;2018-11-10;szt;NAPÓJ PEPSI COLA 500ml PET;5900497310505;0.69;070302;23;0.500;203791;1.000
278;Piwo w butelce;7.32;2018-11-10;szt;PIWO PIAST WROCŁAWSKI 500ml BUT.ZWR.;5900940002018;1.12;010301;23;0.500;203842;4.000
279;Piwo w butelce;5.12;2018-11-10;szt;PIWO DĘBOWE MOCNE 500ml BUT.ZWR.;5901359412016;1.06;010301;23;0.500;203845;2.000
280;Desery, serki, kefiry;3.38;2018-11-10;szt;MAŚLANKA MRĄGOWSKA NATURALNA 1L;5900820001506;0.87;060801;5;1.000;203891;1.000
281;dżemy;2.25;2018-11-10;szt;DŻEM TRUSKAWKOWY SŁONECZNY OGRÓD 280g;5908235940564;0.45;120301;8;0.280;203946;1.000
282;Konserwy mięsne;2.66;2018-11-10;szt;KONS.GOSPODARSKA TURYSTYCZNA 300g;5908235940786;0.77;120703;5;0.300;203994;1.000
283;Sosy mokre;5.83;2018-11-10;szt;MUSZTARDA ROLESKI SAREPSKA 175g;5901044003611;1.66;120709;23;0.175;203995;3.000
284;Sosy mokre;1.94;2018-11-10;szt;MUSZTARDA ROLESKI CHRZANOWA 180ML;5901044003604;0.54;120709;23;0.180;203996;1.000
285;Olej;3.32;2018-11-10;szt;OLEJ NIEZBĘDNY 500 ml;5908235940854;0.69;060305;5;0.500;204009;1.000
286;Napoje gazowane inne;23.50;2018-11-10;szt;NAPÓJ HELLENA ORANŻADA ŻÓŁTA GAZ.1,25l;5900352008714;7.30;070301;23;1.250;204045;10.000
287;Detergenty do prania;6.01;2018-11-10;szt;PŁYN DO PŁUKANIA E SATYNOWY DOTYK KONCENTRAT 1l;9000100949385;1.68;020601;23;1.000;204084;1.000
288;Przyprawy;7.19;2018-11-10;szt;PRZYPRAWA WINIARY DO ZUP SOSÓW I SAŁATEK 210g;5900862213530;1.73;120708;8;0.210;204097;3.000
289;Sosy w proszku;2.58;2018-11-10;szt;FIX KNORR DO GULASZU 51 g;5900300512331;0.53;120710;8;0.051;204111;1.000
290;Przyprawy;12.31;2018-11-10;szt;PRZYPRAWA KUCHAREK UNIWERSALNA DO POTRAW 500g;5901135000468;2.99;120708;8;0.500;204214;2.000
291;Piwo w puszce;2.48;2018-11-10;szt;PIWO HARNAŚ 500ml PUSZ;5900014004245;0.93;010302;23;0.500;204267;1.000
292;Sosy w proszku;2.96;2018-11-10;szt;SOS KNORR SAŁATKOWY GRECKI 9g;8714100855263;1.34;120710;8;0.009;204271;2.000
293;Piwo w butelce;1.91;2018-11-10;szt;PIWO ŻUBR 500ml BUT.ZWR.;5900877000248;0.40;010301;23;0.500;204275;1.000
294;Wódka;9.23;2018-11-10;szt;WÓDKA SOPLICA 40% 200ml;5900471022318;1.94;010405;23;0.200;204318;1.000
295;Piwo w butelce;55.30;2018-11-10;szt;PIWO TYSKIE GRONIE 500ml BUT.ZWR.;5901359000367;8.26;010301;23;0.500;204324;28.000
296;Soki, nektary, inne napoje niegazowane;2.23;2018-11-10;szt;NAPÓJ TYMBARK WIŚNIOWO-JABŁKOWY 500ml BUT;5900334000286;0.44;070305;5;0.500;204331;1.000
297;Twarogi pakowane;1.61;2018-11-10;szt;SEREK DO CHLEBA WŁOSZCZOWA Z PAPRYK.100g;5901005004121;0.23;060204;5;0.100;204347;1.000
298;Desery, serki, kefiry;2.05;2018-11-10;szt;KEFIR WŁOSZCZOWA 400g BUTELKA;5901005001335;0.52;060801;5;0.400;204351;1.000
299;Twarogi pakowane;3.90;2018-11-10;szt;TWARÓG PÓŁTŁUSTY KLINEK 250g;5900531004018;0.71;060204;5;0.250;204376;1.000
300;Dodatki do ciast;7.28;2018-11-10;szt;DROŻDŻE PIEKARSKIE 100g;5903876553012;3.78;120903;23;0.100;204385;5.000
301;Piwo w butelce;139.14;2018-11-10;szt;PIWO HARNAŚ 500ml BUT.ZWR.;5900014002180;21.32;010301;23;0.500;204401;86.000
302;Piwo w puszce;3.54;2018-11-10;szt;PIWO REDD'S MALINA I GRANAT 500ml PUSZ;5901359332031;1.38;010302;23;0.500;204465;1.000
303;Mixy;2.52;2018-11-10;szt;OSEŁKA ŚNIADANIOWA 270g;5907616900098;0.52;060304;5;0.270;204556;1.000
304;Warzywa konserwowe;2.55;2018-11-10;szt;KUKURYDZA KONS.JAMAR 400g;5906716200848;0.81;120711;8;0.220;204564;1.000
305;makaron;5.68;2018-11-10;szt;MAKARON EKO-MAK ŚLĄSKI 250g;5904072020308;1.04;121003;5;0.250;204574;4.000
306;Sosy w proszku;13.66;2018-11-10;szt;FIX KNORR DO SCHABU A LA STROGONOFF 56 g;5900300512317;3.41;120710;8;0.056;204582;5.000
307;Zupy;3.13;2018-11-10;szt;ZUPA KNORR ŻUREK DOMOWY 42g;8718114706115;0.35;120712;8;0.042;204587;2.000
308;Twarogi pakowane;10.24;2018-11-10;szt;TWARÓG NA SERNIK WŁOSZCZOWA 1kg WIADERKO;5901005004206;2.49;060204;5;1.000;204638;1.000
309;Piwo w butelce;2.27;2018-11-10;szt;PIWO ŁOMŻA JASNE 500ml BUT.BZW.;5903538900628;0.49;010301;23;0.500;204646;1.000
310;Woda;9.71;2018-11-10;szt;WODA KROPLA BESKIDU N/G 1,5l;5449000114082;3.47;070101;23;1.500;204664;6.000
311;Przyprawy;3.41;2018-11-10;szt;PRZYPRAWA PRYMAT PAPRYKA SŁODKA 20g;5901135000437;1.97;120708;23;0.020;204668;2.000
312;Przyprawy;4.51;2018-11-10;szt;PRZYPRAWA PRYMAT PIEPRZ CZARNY MIEL.20g;5901135000376;1.42;120708;23;0.020;204670;3.000
313;Przyprawy;3.22;2018-11-10;szt;PRZYPRAWA PRYMAT DO KURCZAKA 30g;5901135000321;0.16;120708;8;0.030;204674;3.000
314;Ciastka;2.27;2018-11-10;szt;CIASTKA DELICJE SZAMPAŃSKIE POMAR.147 g;5906747308438;-0.25;121104;23;0.147;204695;1.000
315;Ciastka;2.27;2018-11-10;szt;CIASTKA DELICJE SZAMPAŃSKIE MALINOWE 147 g;5906747308490;0.25;121104;23;0.147;204696;1.000
316;Woda;1.91;2018-11-10;szt;WODA KROPLA BESKIDU N/G 500ml;90343766;0.69;070101;23;0.500;204699;1.000
317;Woda;1.37;2018-11-10;szt;WODA MUSZYNA CECHINI ŚREDNIONASYCONA 2l;5903427830098;-0.03;070101;23;2.000;204726;1.000
318;Mleko UHT;12.90;2018-11-10;szt;MLEKO UHT 3,2% MLECZNA ZAGRODA 1l KAR;5908235956329;1.02;060804;5;1.000;204763;6.000
319;Soki, nektary, inne napoje niegazowane;2.85;2018-11-10;szt;NAPÓJ NAPPI JABŁKO-WIŚNIA 2l KAR.;5908235942209;0.50;070305;5;2.000;204880;1.000
320;Piwo w butelce;2.80;2018-11-10;szt;PIWO KARMI CLASSIC 400ml BUT.BZW.;5900014002227;0.76;010301;23;0.400;204892;1.000
321;Przekąski;5.84;2018-11-10;szt;PALUSZKI AKSAM BESKIDZKIE Z SOLĄ 300g;5907029000040;0.52;120101;23;0.300;204906;2.000
322;Przekąski;1.29;2018-11-10;szt;PALUSZKI AKSAM BESKIDZKIE Z SOLĄ 70g;5907029000019;0.49;120101;23;0.070;204907;1.000
323;Soki, nektary, inne napoje niegazowane;0.66;2018-11-10;szt;NAPÓJ SMAKOTEK POMARAŃCZA 200ml KAR;5908235942346;0.21;070305;5;0.200;204911;1.000
324;Sosy mokre;1.66;2018-11-10;szt;CHRZAN TARTY SMAKAMI 170 g;5908235942483;0.38;120709;8;0.170;204931;1.000
325;Soki, nektary, inne napoje niegazowane;4.66;2018-11-10;szt;SOK TYMBARK JABŁKO 100% 1l PET;5900334005939;1.14;070305;5;1.000;205015;1.000
326;Twarogi pakowane;6.46;2018-11-10;szt;TWARÓG MAZURSKI PÓŁTŁ.MLEKPOL 275g;5900820005733;0.52;060204;5;0.275;205018;2.000
327;Karma dla kotów;5.97;2018-11-10;szt;KARMA WHISKAS DLA KOTA Z KURCZAKIEM 400g;5900951020889;1.58;130102;8;0.400;205095;1.000
328;Pieczywo - Bułka tarta;2.18;2018-11-10;szt;BUŁKA TARTA  ZŁOTY ŁAN 500g;5908235942704;0.55;100202;5;0.500;205140;1.000
329;farmacja;1.99;2018-11-10;szt;TABLETKI APAP x2;5909990296019;0.75;030401;8;2.000;205151;1.000
330;Przyprawy;1.75;2018-11-10;szt;PRZYPRAWA KAMIS DO GYROSA 30g;5900084204873;0.44;120708;8;0.030;205210;1.000
331;Konserwy rybne;4.47;2018-11-10;szt;MAKRELA W SOSIE POMIDOROWYM GRAAL 300 g;5903895039504;1.09;120704;5;0.300;205212;1.000
332;Podpaski;6.99;2018-11-10;szt;WKŁADKI HIGIENICZNE NATURELLA 20SZT;4015400240310;1.99;020805;8;20.000;205214;2.000
333;Gumy do żucia;1.90;2018-11-10;szt;GUMA ORBIT APPLE DRAŻE 14g;50173471;0.50;121107;8;0.014;205275;1.000
334;Gumy do żucia;1.84;2018-11-10;szt;GUMA WINTERFRESH DRAŻE 15,5g;50173419;0.44;121107;8;0.014;205276;1.000
335;dżemy;2.40;2018-11-10;szt;DŻEM WIŚNIOWY SŁONECZNY OGRÓD 280g;5908235942889;0.60;120301;8;0.280;205291;1.000
336;Ciastka;3.22;2018-11-10;szt;WAFEL PRINCESSA LONGA KOKOSOWA 44 g;5900862024570;-0.74;121104;23;0.044;205303;4.000
337;Desery, serki, kefiry;2.37;2018-11-10;szt;JOGURT DANONE FANTASIA Z CZEKOLADĄ MLECZNĄ 110g;59030133;1.06;060801;5;0.110;205338;1.000
338;Desery w proszku;1.62;2018-11-10;szt;GALARETKA DR.OETKER MALINOWA 77 g;5900437034126;0.72;120902;8;0.077;205398;1.000
339;makaron;10.65;2018-11-10;szt;MAKARON CZANIECKI SWOJSKI GNIAZDKO NR2 500 g;5901841000363;1.65;121003;5;0.500;205600;2.000
340;makaron;2.85;2018-11-10;szt;MAKARON CZANIECKI ŚWIDERKI 250g;5901841000042;0.62;121003;5;0.250;205604;1.000
341;Detergenty do zmywania;6.30;2018-11-10;szt;SÓL DO ZMYWAREK LUDWIK 1,5kg;5900861242227;1.90;020701;23;1.500;205630;1.000
342;Śmietany;12.51;2018-11-10;szt;ŚMIETANA UHT ŁACIATA 30% 500 ml;5900820000455;1.27;060805;5;0.500;205676;2.000
343;szkoła;2.15;2018-11-10;szt;KLEJ SUPER GLUE TREDOR 2 g;5906554509011;0.65;110205;23;1.000;205700;1.000
344;makaron;3.42;2018-11-10;szt;MAKARON LUBELLA ŁAZANKA 500 g;5900049003466;0.69;121003;5;0.500;205712;1.000
345;Twarogi pakowane;14.26;2018-11-10;szt;SER FAVITA MLEKOVITA NIEB.18% 270g;5900512700014;4.51;060204;5;0.270;205784;3.000
346;Karma dla psów;4.49;2018-11-10;szt;KARMA PEDIGREE DLA PSA DENTASTIX 77g;5998749104392;1.18;130103;8;0.077;205825;1.000
347;Pasztety;3.61;2018-11-10;szt;PASZTET PROFI DROBIOWY Z POMID.250g;5901696001058;0.94;120706;5;0.250;205850;1.000
348;Twarogi pakowane;7.60;2018-11-10;szt;TWARÓG PIĄTNICA WIEJSKI LEKKI 250g;5900531004049;1.26;060204;5;0.250;205971;2.000
349;Ciastka;6.90;2018-11-10;szt;WAFLE KAKAOWE SKAWA 500g;5902978060435;1.58;121104;23;0.500;205976;1.000
350;Zupy;1.94;2018-11-10;szt;ZUPA AMINO OGONOWA 57g;5900300545094;0.48;120712;8;0.057;206023;1.000
351;Whisky;32.51;2018-11-10;szt;WHISKY JOHNNIE WALKER RED 40% 500ml;5000267014401;4.67;010404;23;0.500;206046;1.000
352;Sery pleśniowe pakowane;5.00;2018-11-10;szt;SER TUREK AKSAM.CAMEMBERT BOROWIK 120g;5901390116126;2.03;060201;5;0.120;206145;1.000
353;Znicze;3.07;2018-11-10;szt;WKŁAD P-100 100G/24H ZNICZPLAST;5905133710329;1.17;110206;23;1.000;206205;2.000
354;Znicze;20.12;2018-11-10;szt;WKŁAD P-150 150G/40H ZNICZPLAST;5905133710336;8.24;110206;23;1.000;206206;9.000
355;Znicze;46.95;2018-11-10;szt;WKŁAD P-220 220G/60H ZNICZPLAST;5905133710350;18.60;110206;23;1.000;206208;15.000
356;Piwo w puszce;8.94;2018-11-10;szt;PIWO ŻYWIEC 4x500ml PUSZ;5901559146001;1.17;010302;23;2.000;206233;1.000
357;Masło;12.18;2018-11-10;szt;MASŁO EXTRA OSEŁKA GÓRSKA SOBIK 300g;5907809372329;2.64;060303;5;0.300;206238;1.000
358;Sery żółte pakowane;7.00;2018-11-10;szt;SER CORREGIO PRESI TARTY PARM.100g;5906207050068;2.01;060203;5;0.100;206409;1.000
359;Bakalie pakowane;7.59;2018-11-10;szt;WIÓRKI KOKOSOWE KRESTO 100g;5902451018106;1.89;120901;8;0.100;206601;3.000
360;Soki, nektary, inne napoje niegazowane;9.40;2018-11-10;szt;NAPÓJ TYMBARK WIŚNIA-JABŁKO ASEPTIC  2l PET;5900334006233;1.06;070305;5;2.000;206695;3.000
361;Mleko świeże;6.26;2018-11-10;szt;MLEKO POLSKIE MLEKOVITA 3,2% 1l BUTELKA;5900512850016;0.65;060803;5;1.000;206707;3.000
362;Mleko świeże;5.43;2018-11-10;szt;MLEKO POLSKIE MLEKOVITA 2% 1l BUTELKA;5900512850023;1.81;060803;5;1.000;206708;2.000
363;Batony;2.43;2018-11-10;szt;BATON KINDER MAXI KING 35g;4008400553023;0.73;121101;23;0.035;206781;1.000
364;Piwo w puszce;40.61;2018-11-10;szt;PIWO TATRA JASNE PEŁNE 4x500ml PUSZ;5901559846000;7.46;010302;23;2.000;206833;5.000
365;Wódka;15.28;2018-11-10;szt;WÓDKA ŻYTNIÓWKA 40% 500ml;5900343001694;1.85;010405;23;0.500;206898;1.000
366;Konserwy mięsne;6.71;2018-11-10;szt;KONSERWA GULASZ ANGIELSKI KRAKUS 300g;5900244010030;2.48;120703;5;0.300;206971;1.000
367;Woda;1.83;2018-11-10;szt;WODA ŻYWIEC ZDRÓJ LEKKO GAZ.1,5l;5900541000499;0.62;070101;23;1.500;207045;1.000
368;Soki, nektary, inne napoje niegazowane;9.40;2018-11-10;szt;NAPÓJ TYMBARK JABŁKO-BRZOSKWINIA ASEPTIC 2l PET;5900334006264;0.17;070305;5;2.000;207058;3.000
369;golenie;10.19;2018-11-10;szt;GOLARKA POLSILVER 2 HRDC;5901464411294;2.56;020203;23;1.000;207077;7.000
370;golenie;5.19;2018-11-10;szt;GOLARKA BLUE II PLUS JEDNOCZ.;3014260265885;1.29;020203;23;1.000;207078;2.000
371;Soki, nektary, inne napoje niegazowane;0.66;2018-11-10;szt;NAPÓJ SMAKOTEK MULTIWITAMINA 200ml KAR;5908235943381;0.18;070305;5;0.200;207122;1.000
372;Mydła;2.67;2018-11-10;szt;MYDŁO W PŁYNIE SAFINA MLEKO I MIÓD 500ML DOZ;5908235943510;0.75;020205;23;0.500;207234;1.000
373;Napoje typu Izotoniki, energetyki;6.46;2018-11-10;szt;NAPÓJ ENERGET.V-MAX CLASSIC 250ml PUSZ;5908235943534;1.76;070304;23;0.250;207239;5.000
374;Przyprawy;2.84;2018-11-10;szt;PRZYPRAWA PRYMAT PIEPRZ CZARNY MIEL.50g;5901135011624;0.68;120708;23;0.050;207444;1.000
375;Piwo w puszce;48.74;2018-11-10;szt;PIWO TYSKIE GRONIE 4x500ml PUSZ;5901359000176;5.84;010302;23;2.000;207706;5.000
376;Piwo w puszce;29.24;2018-11-10;szt;PIWO ŻUBR 4x500ml PUSZ;5901359272214;5.81;010302;23;2.000;207707;3.000
377;Wódka;15.44;2018-11-10;szt;WÓDKA ŻOŁĄDKOWA CZYSTA DE LUXE 40% 500ml;5902573004261;1.55;010405;23;0.500;207878;1.000
378;Produkty z pomidorów;1.83;2018-11-10;szt;KONCENTRAT POMID.30% SŁONECZNY OGRÓD 80 g;5908235943947;0.37;120707;8;0.080;208074;2.000
379;Mleko UHT;2.85;2018-11-10;szt;NAPÓJ MLECZNY ZOTT MONTE DRINK BUT.200ml;4014500041780;0.70;060804;5;0.200;208094;1.000
380;Soki, nektary, inne napoje niegazowane;2.28;2018-11-10;szt;NAPÓJ KUBUŚ PLAY MARCHEWKA-TRUSKAWKA-LIMONKA 400ml;5901067460019;0.58;070305;5;0.400;208105;1.000
381;Przekąski;17.69;2018-11-10;szt;CHIPSY LAY'S FROMAGE 225 g;5900259013248;4.99;120101;8;0.225;208208;2.000
382;Przekąski;2.56;2018-11-10;szt;CHRUPKI CHEETOS KETCHUP 85g;5900259353276;0.60;120101;5;0.085;208234;1.000
383;Przekąski;2.56;2018-11-10;szt;CHRUPKI CHEETOS PIZZERINI 85g;5900259028945;0.60;120101;5;0.085;208235;1.000
384;Ciastka;4.59;2018-11-10;szt;ROGALIKI MINI KAKAOWE 185g;5201360543205;1.08;121104;23;0.185;208253;1.000
385;Desery, serki, kefiry;7.77;2018-11-10;szt;DESER MONTE ZOTT CZEKOLADA 6x55 g;4014500043326;3.42;060801;8;0.330;208298;1.000
386;Masło;23.89;2018-11-10;szt;MASŁO EXTRA MLEKOVITA POLSKIE 200g;5900512300108;4.73;060303;5;0.200;208343;4.000
387;Soki, nektary, inne napoje niegazowane;1.32;2018-11-10;szt;NAPÓJ LEON JABŁKO-TRUSKAWKA-JAGODA 200ml;5900500027505;0.24;070305;5;0.200;208366;1.000
388;Piwo w butelce;10.12;2018-11-10;szt;PIWO DESPERADOS 400ml BUT.BZW.;5901559950073;1.96;010301;23;0.400;208370;3.000
389;Śmietany;3.80;2018-11-10;szt;ŚMIETANA UHT ŁACIATA 30% 250 ml;5900820008079;1.10;060805;5;0.250;208488;1.000
390;Śmietany;2.66;2018-11-10;szt;ŚMIETANA UHT ŁACIATA 18% 250 ml;5900820008062;0.84;060805;5;0.250;208489;1.000
391;Warzywa konserwowe;2.77;2018-11-10;szt;KUKURYDZA KONSERWOWA DAWTONA 400g;5901713001795;1.13;120711;8;0.220;208603;1.000
392;Ciastka;2.92;2018-11-10;szt;HERBATNIKI PETIT BEURE 220g;5901414202415;0.67;121104;23;0.220;208621;1.000
393;Cukierki pakowane;7.93;2018-11-10;szt;ŻELKI ZOZOLE RAINBOW MIESZKO 75g;5900353700211;2.35;121105;23;0.075;208666;3.000
394;Piwo w puszce;19.41;2018-11-10;szt;PIWO HARNAŚ 4x500ml PUSZ;5900014014091;-4.56;010302;23;2.000;208692;3.000
395;Mleko UHT;6.57;2018-11-10;szt;MLEKO SMAKOWE MULLER KOKOS PISTACJA 400ml;4025500132446;2.69;060804;5;0.400;208896;2.000
396;Mleko UHT;3.29;2018-11-10;szt;MLEKO SMAKOWE MULLER BANAN 400ml;4025500135614;0.65;060804;5;0.400;208898;1.000
397;Soki, nektary, inne napoje niegazowane;2.37;2018-11-10;szt;NEKTAR BAHAMA Z CZARNYCH PORZECZEK 1l;5908235944630;0.62;070305;5;1.000;209007;1.000
398;Soki, nektary, inne napoje niegazowane;7.03;2018-11-10;szt;SOK BAHAMA POMARAŃCZA 1l KAR;5908235944791;1.29;070305;5;1.000;209051;2.000
399;Wódka;0.00;2018-11-10;szt;WÓDKA ŻOŁĄDKOWA CZYSTA DE LUXE 40% 100ml;5902573004322;0.00;010405;23;0.100;209125;0.000
400;Piwo w butelce;5.67;2018-11-10;szt;PIWO HEINEKEN 500ml BUT.BZW.;5901559951162;0.87;010301;23;0.500;209195;2.000
401;Przekąski;4.53;2018-11-10;szt;CRACKER PRAŻYNKA FELIX 120g;5900073020262;2.07;120101;8;0.120;209211;1.000
402;Piwo w puszce;8.10;2018-11-10;szt;PIWO OKOCIM JASNE OKOCIMSKIE 4X500ml PUSZ;5900014014176;0.90;010302;23;2.000;209320;1.000
403;Warzywa konserwowe;4.40;2018-11-10;szt;BURACZKI ZASMAŻANE PROVITUS 480g;5900580001846;1.12;120711;8;0.480;209351;1.000
404;Marynaty i sałatki rybne pakowane;1.67;2018-11-10;szt;SAŁATKI KUCHNIE ŚWIAT.DEGA MIX SMAK.150 g;5902186000148;0.37;060604;5;0.150;209444;1.000
